idnum,province,replicat,sample,over,areacode,intdate,intnum,attempts,refusals,contacts,answers,intime,result,rn1,rn2,rn3,rn4,rn5,rn6,rn7,rn8,rn9,rn10,rn11,rn12,rn13,rn14,rsex,nadults,a1,a2,a2a,a2b,a3,a4,a4a,a4b,a6,a6a,a6b,a7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,c1,c1ab,c2,c2ab,c3,c4,d1a,d1b,d1c,d1d,d1da,d1e,d1ea,d1f,d1fa,d2a,d2b,d2c,d2d,d2e,d2f,d2g,d2h,d2i,d3a,d3b,d3c,d3d,d3e,d3f,d3g,d3h,d4a,d4b,d4c,d4d,d4e,d4f,d4g,d4h,d5a,d5b,d5c,d5d,d5e,d5f,d5g,d5h,d6a,d6b,d6c,d7a,d7b,d7c,d8a,d8b,d8c,d9,d9a,d10a,d10b,d10c,d10d,d10e,d10f,d10g,d11a,d11b,d11c,d11d,d12,d13,d14,d15,e1,e1a,e1b,e2,e2a,e2b,f1a,f1b,f1c,f2a,f2b,f2c,f3,g1,g1ab,g2,g3,g3ab,h1a,h1b,h1c,h1d,h1e,h1f,h1g,h2a,h2b,h2c,h2d,h2e,h2f,h2g,h3,h4a,h4b,h4c,h4d,h4e,h4f,h4g,h5,h5a,i1,i2,i3,i4,j1,j1ab,j2,j2a,j2b,j3,j3a,j3b,j4,k1,k1a,k1b,k1c,k2,k2a,k2b,k2c,l2,l2a1,l2a2,l2a3,l2b1,l2b2,l3,l4a,l4b,l4c,l4d,l5,l6a,l6b,l7,l8,l9,l10,l11,l12,l12a,l13,l14,m1,m2,n1,n2,n3,n4,n5,n6,n7,n8,n8a,n9,n10,n11,n11a,n12,n13,n14,n15,n16,n17,n18,n19,n20,intlang,interest,length,a5a,a5b,a5c,a5d,l1a,l1b,l1c,l1d,xprov,xreplic,xsample,xover,xareacod,xintdate,xintnum,xattempt,xrefusal,xcontact,xanswer,xintime,xresult,xrn1,xrn2,xrn3,xrn4,xrn5,xrn6,xrn7,xrn8,xrn9,xrn10,xrn11,xrn12,xrn13,xrn14,xrsex,xa1,xa2,xa3,xa5a,xa5b,xa6a,xa6b,xa7a,xa7b,xa8a,xa8b,xa9a,xa9b,xb1,xb2,xb2a,xb2b,xb3a,xb3b,xb4,xb4a,xb5,xb5a,xc1,xc2,xc2a,xc3,xc3a,xc4,xc4a,xc5,xc5a,xc5b,xc6,xc6a,xc7,xc7a,xe1a,xe1b,xe1c,xe1d,xe1e,xe1f,xe2a,xe2b,xe2c,xe2d,xe2e,xe2f,xe2g,xe2h,xe2i,xf2,xf3,xf4a,xf4b,xf5,xf6,xf7,xf8,xg1,xg1a,xg1b,xg1c,xg1d,xg2a,xg2b,xg2c,xg2d,xg3a,xg3b,xg3c,xg3d,xh1,xh2,xh3,xh4,xh5,xh6,xh7,xh8,xh9,xh10,xh11,xi1a,xi1b,xi1c,xi2a,xi2b,xi2c,xi3a,xi3b,xi3c,xj1a,xj1b,xj1c,xj2a,xj2b,xj2c,xj2d,xj3a,xj3b,xj3c,xj3d,xj4a,xj4b,xj4c,xj4d,xj5a,xj5b,xj5c,xj6a,xj6b,xj7a,xj7b,xk1,xk2,xk3,xk4,xk5,xk6,xk7,xk8,xk9,xk10,xl1a,xl1b,xl1c,xl2a,xl2b,xl2c,xl2d,xl2e,xl3,xl4,xl5,xl6,xl7,xl8a,xl9a,xl10a,xm1,xm2,xm3,xm4,xn1,xn2,xinteres,xlength,xintlang,xa4a,xa4b,xa4c,xa4d,xf1a,xf1b,xf1c,xf1d,mailid,zintlang,qa1,qa2,qa3,qa4,qa5,qa6,qa7,qa8,qa9,qa10,qa11,qa12,qa13,qb1,qb2,qb3,qb4,qb5,qb6,qb7,qb8,qb9,qb10,qb11,qb12,qb13,qb14,qb15,qb16,qb17,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qe1,qe2,qe3,qe4,qe5,qe6,qe7,qe8,qe9,qe10,qe11,qe12,qe13,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qf11,qg1,qg2,qg3,qg4,qh1,qh2,qh3,qh4,qh5,qh6,qh7,qh8,qh9,qh10,qh11,qh12,zrsex,yrbirth,comments,inpre,inpost,inmail,intype,link,blish81,pinpor81,franco,wt1,wt2,wt3,wt4,wt5,wt6,wt7
7383,7,25,26,0,306,102988,7,2,0,1,1,28,1,1,1,0,0,0,0,0,34,1,5,5,1,1,0,5,2,1,7,1,1,1,7,20,2,1,2,3,1,1,8,8,,,1,8,1,3,,5,4,5,4,5,1,2,2,2,1,3,8,,1,3,30,55,65,30,55,65,,,,2,4,4,2,2,1,2,4,1,2,2,2,1,1,4,4,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,229,1,,5,3,,5,5,,5,60,40,80,80,75,60,1,5,4,3,3,4,4,3,2,4,2,3,4,5,4,1,3,1,4,4,3,8,,,,,,,5,,8,,8,,5,4,3,,,5,,5,4,5,,,,1,1,0,,5,,,,8,,1,5,,,,1,1,,5,3,5,5,5,3,8,1,5,1,5,1932,5,10,5,1,2731,5,3,5,5,5,2,,7,9,1934,0,3,3,1,5,0,1,1,15,12,29,11,,12,,,,7,25,26,0,306,10689,65,5,0,2,3,22,1,1,1,0,0,0,0,0,34,1,5,5,1,1,0,5,1,2,2,1,7,5,,1,6,5,,5,,1,9,,,,,3,2,1,2,1,5,,1,5,1,7,1,2,3,5,,,,2,2,2,2,4,2,80,80,75,80,70,75,75,,80,1,3,1,,9,3,5,5,1,1,2,1,8,1,2,2,2,1,1,2,1,87,80,80,80,70,65,65,85,70,70,70,2,2,2,,,,1,1,1,5,5,,5,,,,1,1,5,,1,1,5,,5,,,5,,5,,1,1,5,1,5,1,5,1,5,5,3,,5,2,2,2,3,3,1,8,,8,,1,3,3,229,1,1,1,1932,9,3,10,1,12,,,,12,,,,1405,1,2,2,2,2,2,1,2,1,1,2,2,8,2,4,2,2,3,2,3,2,2,3,2,3,3,4,4,4,4,1,1,8,8,3,2,1,2,3,2,2,1,8,8,1,8,1,1,8,8,8,8,8,8,8,8,2,1,1,8,1,2,2,2,8,8,2,3,2,8,1,2,8,1,1,2,1,2,1,8,1,1,2,2,4,8,3,9,5,1,7,2,6,10,11,12,5,1936,,1,1,1,3,5,63.64,2,2,0.720506207964729,1.02659606023294,,0.985902162193614,0.679518636061866,1.02659606023294,
7384,8,25,26,0,403,110988,24,2,1,1,2,42,1,0,2,1,3,0,0,0,20,4,7,4,1,1,1,5,2,2,5,1,3,1,7,3,2,5,2,8,2,1,9,9,,,1,8,1,1,,5,4,5,5,5,8,1,2,3,1,8,1,3,8,,60,75,,50,50,35,,,,1,2,2,2,2,2,2,8,1,8,2,1,2,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,1,5,,1,2,,8,,,75,90,45,90,85,65,1,5,4,3,3,5,1,8,8,8,8,8,8,4,4,1,4,1,5,4,8,3,4,4,4,4,4,4,5,,4,,8,,5,5,3,,,3,,,4,1,1,2,3,1,1,3,0,5,,,,,3,1,,,,8,1,,3,3,8,1,8,5,3,8,1,3,1,5,1937,1,7,5,7,9999,5,3,3,1,1,7,,,7,1967,0,5,3,5,4,0,1,1,15,12,,,,13,,,,8,25,26,0,403,120888,74,3,0,3,3,32,1,0,2,1,3,0,0,0,20,4,7,4,1,1,1,5,1,1,2,1,1,5,,1,2,5,,1,98,1,2,3,3,,,1,2,1,2,1,5,,1,98,1,7,5,2,3,5,,,,3,3,3,3,3,3,45,50,65,45,65,50,998,998,998,1,8,,3,1,8,3,1,1,2,4,2,5,2,4,2,2,2,1,2,1,80,75,80,80,65,60,75,90,50,65,30,2,2,2,2,2,2,2,2,1,5,5,,5,,,,5,,,,1,5,5,,5,,,5,,5,,1,1,3,1,1,1,1,1,1,3,5,3,,3,2,2,8,2,1,4,,1,1,1,1,3,256,5,5,5,1937,7,3,15,1,12,,,,23,,,,707,1,1,1,8,2,2,1,,1,1,1,3,2,2,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,8,3,,1,2,3,8,1,1,8,3,1,3,1,1,2,1,1,2,2,1,1,8,2,1,1,3,1,2,2,1,3,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,3,2,10,7,9,6,3,1,2,4,5,11,8,12,5,1937,,1,1,1,3,4,9999,20,2,0.731678151689714,1.02176403771381,,1.00118925250958,0.690055039327017,1.02176403771381,
7394,8,25,27,0,403,103088,16,3,0,1,3,27,1,1,1,1,3,0,1,1,23,0,2,3,0,1,1,5,2,2,4,5,2,1,7,4,2,5,2,3,3,1,8,9,,,5,,5,,,1,2,3,,3,1,3,3,3,8,,8,,8,,,,,30,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,1,2,,3,,,45,30,20,40,50,35,5,1,2,3,5,,4,8,8,8,8,8,8,3,2,4,3,1,4,3,4,3,2,3,3,2,2,3,5,,4,,5,,3,,3,,,3,,,5,5,,,,1,8,,,5,,,,,3,1,,,,8,5,,3,5,1,8,1,5,8,,1,5,1,5,1934,2,5,5,1,5135,5,1,,5,5,1,2,2,1,,3,3,3,5,2,0,1,3,15,12,,,,98,,,,8,25,27,0,403,121288,35,1,0,1,1,28,1,1,1,1,3,0,1,1,23,0,2,3,0,1,1,5,2,2,2,1,7,1,98,5,,5,,5,,1,4,3,4,,,8,,8,,1,5,,1,98,1,98,5,1,2,5,,,,2,2,3,1,1,3,20,30,25,30,25,20,30,40,25,1,5,,1,1,1,1,5,1,4,4,4,4,2,4,2,4,2,4,2,4,65,70,60,60,45,40,45,60,25,25,30,2,2,4,2,4,4,2,4,4,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,3,3,3,1,3,3,3,1,3,3,3,,5,8,8,8,8,8,1,2,5,,,3,3,3,250,5,5,5,1934,1,3,20,1,12,,,,12,,,,708,1,3,1,2,2,2,1,2,2,3,3,3,8,2,8,4,3,3,1,8,8,8,2,8,8,8,8,3,3,4,1,1,1,3,2,2,1,1,8,2,2,3,3,3,1,3,1,3,8,8,2,8,1,1,8,8,2,3,3,3,1,1,2,3,2,3,2,3,8,2,8,2,8,8,8,8,8,8,8,8,8,2,3,2,5,4,4,4,1,2,2,3,1,3,2,3,5,1934,,1,1,1,3,4,30.93,12,2,0.731678151689714,1.02176403771381,,1.00118925250958,0.690055039327017,1.02176403771381,
7396,1,25,28,0,902,102988,76,1,0,1,1,30,1,1,2,0,1,1,2,1,33,2,10,5,1,0,1,5,2,3,0,,,5,1,0,5,5,8,8,4,1,2,,1,5,8,,1,2,,5,5,8,,8,1,1,4,2,8,,1,3,8,,40,,50,40,40,50,,,,4,4,4,8,5,8,5,5,,,,,,,,,2,8,2,8,2,8,2,2,,,,,,,,,,,,,,,,,,,,,,,998,,1,,3,,5,8,,,40,60,998,998,60,40,5,5,5,3,8,,3,8,8,8,8,8,8,3,8,8,8,8,8,8,1,5,8,8,8,8,8,8,5,,1,5,,,8,,8,,,8,,,8,1,1,0,,5,,,,5,,,,3,,1,,8,,,5,,3,8,1,5,8,5,3,5,1,3,5,5,1953,1,4,5,1,4199,5,1,,1,5,1,1,1,1,,1,3,3,5,4,3,1,3,20,98,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,39.01,14,2,0.111730429442189,0.969463289007028,0.222359257500345,,0.105374399528947,0.969463289007028,0.197052642224478
7398,4,25,28,0,514,103188,10,2,0,1,2,28,1,1,1,1,0,1,1,0,25,1,4,4,0,2,0,5,2,4,0,,,,0,,,5,8,8,4,5,,,,,5,,5,,8,1,1,1,1,3,8,4,4,4,8,,8,,8,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,1,2,,3,,,0,0,998,998,998,998,5,3,,5,5,,1,8,8,8,8,8,8,0,,,,,,,3,5,8,8,8,8,8,8,5,,4,,5,,3,,3,,,3,,,8,5,,,,8,,,,3,,3,,,,8,8,,,,5,5,,3,1,5,5,5,8,,1,3,5,5,1951,1,2,8,1,6125,5,1,,1,5,2,,3,1,,8,1,1,5,6,2,2,1,15,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,23.31,12,1,1.13515303649906,0.98905246289822,,,1.09343006089839,0.956521697560038,
7399,4,25,28,0,819,103188,42,2,0,2,2,29,1,0,0,1,2,0,2,0,18,0,7,3,0,1,1,5,3,4,2,1,4,1,7,0,4,5,2,3,4,1,8,8,,,1,1,1,6,8,3,,3,,3,8,3,3,3,1,3,1,4,8,,,,,50,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,5,,2,,,3,,,20,50,998,50,50,0,1,3,,3,5,,2,1,1,1,2,2,2,0,,,,,,,5,5,8,8,8,3,3,4,5,,1,5,,,3,,3,,,3,,,4,5,,,,5,,,,3,1,,,,,5,,,3,,5,,3,3,5,5,5,5,3,8,1,1,5,5,1945,1,4,5,7,9999,1,,,5,5,2,,2,1,,98,1,1,5,4,1,2,3,15,18,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,9999,20,1,1.70272955474856,1.4835786943473,,,1.64014509134756,1.43478254634004,
7403,7,25,28,0,306,110288,77,9,0,1,2,49,1,1,2,0,2,1,0,0,18,0,1,3,0,1,0,1,2,2,7,3,1,1,7,0,2,1,2,1,2,1,9,9,,,1,2,1,3,,5,5,3,,5,5,1,1,2,1,3,1,3,1,3,60,60,55,50,50,45,,,,2,4,4,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,232,1,1,1,3,,4,1,2,,50,45,52,50,50,40,1,3,,1,5,,1,3,1,3,2,2,4,2,4,1,4,1,5,5,5,3,3,3,4,3,3,4,5,,4,,5,,3,,1,1,,3,,,4,5,,,,5,,,,1,,,3,,,1,,,1,,5,1,,1,1,1,1,5,5,,1,3,5,5,1939,1,5,1,1,7115,1,,,5,5,2,,7,1,,8,1,1,,9,0,1,1,35,12,10,7,,12,9,11,,7,25,28,0,306,10989,47,9,0,3,4,29,1,1,2,0,2,1,0,0,18,0,1,3,0,1,0,1,1,2,2,1,7,5,,5,,5,,5,,1,9,,,,,1,3,1,2,1,5,,1,7,1,4,1,2,3,1,6,5,,1,1,1,3,3,3,45,45,35,45,45,35,45,5,30,1,1,1,,1,1,5,1,1,1,2,2,4,2,2,4,4,2,2,4,4,60,60,55,55,50,35,60,50,55,60,50,4,4,2,5,4,2,4,4,2,5,5,,1,1,5,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,5,5,5,3,1,1,1,3,,2,3,3,3,3,1,4,,5,,3,1,1,232,1,1,1,1939,1,3,20,1,12,13,,,12,,,,1835,1,2,1,2,2,2,1,1,1,2,1,2,2,2,4,2,4,4,3,4,3,3,4,4,2,2,4,4,2,4,2,2,1,2,1,3,1,3,3,3,1,1,1,3,2,1,1,1,2,1,1,2,1,2,1,2,3,1,1,2,1,3,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,3,1,3,2,2,9,6,11,8,5,3,4,1,12,7,10,1,1939,,1,1,1,3,4,31.32,11,1,0.720506207964729,1.02659606023294,,0.985902162193614,0.679518636061866,1.02659606023294,
7405,9,25,28,0,604,103188,20,3,0,1,2,53,1,0,0,0,3,0,1,1,11,5,1,3,0,4,1,5,2,2,7,3,2,1,0,,,1,2,1,1,1,3,,1,1,1,3,1,3,,3,,8,,5,5,1,1,1,1,3,1,3,1,2,10,60,40,45,60,40,,,65,4,4,2,4,4,4,5,5,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,,,,,,,2,2,2,8,,,,,,,,,,,,,998,1,5,5,3,,4,5,,4,60,65,40,50,49,40,1,5,4,8,5,,5,2,2,3,1,2,3,3,3,1,3,1,3,3,4,3,3,2,3,2,3,3,5,,3,3,,,5,5,5,,5,8,,,4,5,,,,5,,,,5,,,,5,,8,,,,5,5,,3,8,3,5,5,5,1,,5,1,1,1,1919,1,4,5,5,1142,1,,,5,,1,1,1,1,,19,5,3,5,99,0,1,3,30,12,,,,30,,,,9,25,28,0,604,121488,11,2,0,1,1,62,1,0,0,0,3,0,1,1,11,5,1,3,0,4,1,5,2,2,2,1,6,1,7,1,7,8,,8,,1,3,1,1,,,1,3,1,2,1,5,,1,7,1,7,1,2,1,5,,,,2,3,2,2,3,1,52,60,60,51,60,80,51,55,80,5,8,,3,5,5,1,5,1,2,4,2,2,2,2,2,2,2,2,1,1,65,52,90,60,65,68,51,78,998,49,68,4,5,5,2,2,4,2,1,1,5,5,,5,,,,1,1,5,,5,,,,5,,,5,,5,,3,3,9,1,8,8,5,3,9,5,5,1,,8,2,8,8,2,1,3,1,,,8,8,3,998,1,1,1,1919,1,1,30,1,12,18,,,12,,,,709,1,2,2,2,1,1,1,2,1,1,1,2,1,2,3,1,4,4,3,3,4,2,3,4,4,1,2,1,3,2,1,1,1,1,2,2,1,2,1,3,3,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,3,1,2,2,2,1,2,1,2,1,2,2,1,8,1,2,2,2,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,5,1919,1,1,1,1,3,4,40.99,6,2,0.969479840056456,1.05445549509104,,,0.914328858408515,1.05445549509104,
7431,5,26,1,0,613,103088,75,2,0,2,2,34,1,0,2,1,0,0,1,0,30,1,11,3,0,1,0,1,3,1,5,5,1,1,6,16,2,1,2,3,1,1,2,,3,1,1,2,1,2,,1,2,1,2,1,1,2,2,2,1,4,1,2,8,,30,75,50,40,75,35,,80,,1,4,2,1,1,1,2,4,1,1,1,2,1,2,2,1,4,1,2,1,2,1,1,1,,,,2,1,1,,,,1,2,1,1,1,5,1,1,,5,5,5,,175,5,1,,1,1,,3,,,55,60,0,75,50,25,1,1,2,3,1,2,3,2,2,2,2,2,2,3,3,1,3,1,3,3,3,3,2,2,1,2,2,1,1,4,1,3,,,3,,1,5,,1,1,,4,5,,,,1,2,0,,5,,,,,3,1,5,,,,1,5,,1,1,5,5,5,3,5,1,8,1,5,1942,1,9,5,1,2731,5,3,3,5,5,1,3,1,1,,3,3,3,5,6,0,1,3,15,12,26,4,29,12,,,,5,26,1,0,613,121788,27,4,0,2,2,21,1,0,2,1,0,0,1,0,30,1,11,3,0,1,0,1,1,1,2,1,7,1,7,5,,5,,5,,1,9,,,,,1,2,1,2,1,5,,1,1,1,4,1,2,3,5,,,,1,1,1,4,1,4,25,75,50,25,75,25,,75,,1,1,5,,1,5,5,5,1,2,4,4,4,1,1,2,1,2,2,2,2,80,70,100,100,75,25,100,100,5,75,75,,,,2,1,1,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,3,3,1,1,3,3,8,,8,4,2,8,8,8,1,1,3,,,3,3,1,175,1,1,5,1942,1,3,17,1,12,10,,,12,,,,710,1,1,1,2,2,2,1,2,2,1,2,2,1,2,4,2,4,4,2,3,8,8,3,2,2,4,4,4,4,4,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,8,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,3,2,,3,,,,,,2,1,,,12,1,1942,,1,1,1,3,4,63.64,2,2,2.33820511885139,1.64174518664076,,,2.21716389034522,1.48630136143454,
7432,5,26,1,0,705,103088,999,3,0,1,2,33,1,1,2,0,1,1,2,0,12,3,5,3,1,0,0,1,2,2,5,1,3,1,0,,,5,8,8,3,1,8,8,,,1,2,1,6,,3,,3,,3,5,1,3,2,1,3,8,,1,3,50,,60,60,50,60,,,,1,4,4,2,1,1,1,1,,,,,,,,,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,998,5,,1,2,,,3,,,50,50,50,50,50,50,5,3,,3,5,,3,2,3,3,2,3,3,2,2,2,2,2,2,3,3,4,8,8,8,4,4,4,5,,1,5,,,3,,3,,,3,,,2,5,,,,1,2,1,0,1,,,3,,,1,,5,,,1,3,,1,1,5,5,5,5,,5,3,5,5,1961,1,4,1,1,7519,5,1,,5,5,2,,2,1,,8,1,1,,2,2,1,3,25,98,,,,98,,,,5,26,1,0,705,122088,11,3,0,1,1,29,1,1,2,0,1,1,2,0,12,3,5,3,1,0,0,1,2,3,3,8,,8,,1,98,8,,1,1,1,3,3,2,,,3,1,1,3,1,5,,1,7,1,7,1,1,8,5,,,,2,3,3,3,3,3,25,25,45,25,25,40,35,25,40,1,5,1,,5,1,3,1,1,4,4,1,4,2,4,4,4,1,1,1,1,75,100,75,100,998,50,75,100,998,75,60,2,2,4,4,2,2,2,1,2,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,1,1,8,1,1,1,1,1,5,1,,2,2,2,2,2,8,3,3,,,3,5,3,0,5,5,5,1961,1,3,20,1,12,,,,12,,,,1406,1,2,1,2,2,2,3,1,1,1,3,2,3,2,8,1,2,4,3,3,8,8,8,8,8,3,3,3,3,3,3,1,3,2,2,3,1,3,1,3,2,2,3,3,1,3,2,3,8,1,8,8,8,8,8,1,3,3,3,1,1,3,2,2,3,3,2,1,3,8,8,2,8,8,8,8,2,8,8,8,1,1,3,2,1,2,1,1,2,2,1,3,2,1,2,2,1,1961,,1,1,1,3,4,32.3,15,1,0.576754128116706,0.4049616118264,,,1.47810926023015,0.990867574289685,
7435,9,26,1,0,604,103188,999,4,0,1,2,35,1,1,2,0,0,1,0,1,15,1,11,0,0,4,1,1,2,2,7,5,2,1,7,0,4,1,8,8,3,1,1,,7,5,1,1,1,4,,1,1,3,,1,1,3,3,3,1,3,1,3,1,2,,,,75,50,25,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,0,5,1,1,1,2,,5,,4,0,0,100,100,0,0,1,1,2,3,1,2,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,8,8,8,8,8,8,5,,2,3,,,3,,1,1,,1,1,,4,5,,,,5,,,,3,,,3,,,1,1,,,,5,,1,1,5,1,1,1,3,5,1,8,1,5,1944,1,8,5,1,1143,5,1,,1,5,1,5,9,1,,22,3,3,5,99,2,1,3,98,12,,,,12,,,,9,26,1,0,604,121588,19,3,0,1,2,28,1,1,2,0,0,1,0,1,15,1,11,0,0,4,1,1,2,2,4,1,7,1,7,1,98,5,,1,98,1,8,,,,,3,8,1,2,1,5,,1,3,1,7,1,8,8,5,,,,3,3,3,4,4,3,40,40,40,55,40,40,,,25,1,1,,1,8,8,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,90,60,75,90,50,50,50,90,30,90,90,,,,,,,5,1,4,5,1,3,5,,,,1,1,5,,5,,,,1,1,1,5,,5,,3,3,3,3,3,3,5,3,3,5,1,3,,2,8,8,3,2,1,9,,,,3,3,3,264,5,5,1,1944,1,3,98,1,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,57.57,6,2,0.969479840056456,1.05445549509104,,,0.914328858408515,1.05445549509104,
7436,2,26,2,0,902,103088,74,1,0,1,1,27,1,1,2,0,2,1,2,1,5,1,9,2,0,1,1,1,1,2,7,1,3,1,7,7,2,1,2,1,2,1,2,,1,1,1,1,1,2,,1,2,1,2,5,1,1,1,1,8,,8,,8,,35,60,50,45,55,45,,,,1,4,4,4,1,2,4,5,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,998,,,,2,,,3,,,50,50,30,50,50,40,1,5,4,3,3,4,3,8,8,8,8,8,8,3,5,1,8,1,5,8,4,3,4,3,8,8,8,8,5,,2,5,,,5,4,1,3,,1,1,,4,5,,,,5,,,,5,,,,3,,1,,,1,,1,,1,1,1,5,1,5,3,5,8,5,1,5,1948,2,8,5,1,1171,5,3,3,5,5,7,,,1,,1,3,3,5,4,0,1,1,20,12,,,,12,,,,2,26,2,0,902,121788,7,5,0,1,1,21,1,1,2,0,2,1,2,1,5,1,9,2,0,1,1,1,1,2,2,1,7,1,7,5,,5,,5,,1,2,1,2,,,8,,2,1,1,5,,1,6,1,7,1,2,1,1,1,5,,2,2,2,3,3,3,40,55,50,45,60,55,998,998,998,1,1,,1,1,1,5,5,1,1,2,2,4,1,2,2,2,1,1,1,2,70,70,55,75,70,60,65,70,55,65,55,8,8,8,8,8,8,8,8,8,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,1,3,1,1,3,1,5,1,,3,3,1,4,2,1,2,3,,,1,3,3,998,5,5,5,1948,1,1,15,1,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,59.44,2,2,0.502298676854604,0.490991193120424,0.999644961416598,,0.473724317734996,0.490991193120424,0.885875781147632
